,names,scores,logfoldchanges,pvals,pvals_adj
0,DLC1,9.700944,5.285363,2.9872193289166956e-22,9.593454874815969e-18
1,GLIS3,9.5612755,6.6431656,1.1631376163524865e-21,1.8677082274580054e-17
2,SORCS2,9.369501,6.4311757,7.287628830084623e-21,3.9007033313027945e-17
3,ABCA8,9.333893,7.0132136,1.0205181754748166e-20,4.198872833128015e-17
4,GAS7,9.285009,6.1870503,1.6169284326532945e-20,5.769739623851173e-17
5,CDH19,9.026393,4.615228,1.7742297616620946e-19,3.7986259197185447e-16
6,SORBS1,8.932923,3.058434,4.148978544363463e-19,8.327777872014539e-16
7,SAMHD1,8.920952,3.455171,4.62298575241446e-19,8.73336396698767e-16
8,NEAT1,8.838992,4.9375916,9.658555501066634e-19,1.5509225495837748e-15
9,STARD13,8.792948,4.610678,1.4568572638290273e-18,2.1618398610717067e-15
10,NRXN3,8.607926,4.3900533,7.439403288685529e-18,7.717304708449112e-15
11,BCL2,8.528577,4.2258015,1.4815954821783657e-17,1.4869199659424444e-14
12,FOXO1,8.486599,4.0453596,2.1277183432371686e-17,2.0097551350900493e-14
13,MALAT1,8.3764,1.2472749,5.4571367932851355e-17,4.736647246387895e-14
14,RBMS3,8.348312,2.862472,6.924511057759045e-17,5.852122963682413e-14
15,LPAR1,8.289145,5.6075387,1.1406492483645225e-16,8.93462210029918e-14
16,VIM,8.246938,6.981526,1.6250448471818357e-16,1.1860980742555603e-13
17,INPP5F,8.165593,3.5394857,3.1985997784704056e-16,2.1400631642828558e-13
18,USP53,8.14587,6.062016,3.765624972025045e-16,2.4680213464609046e-13
19,GLUL,8.1312895,5.693718,4.2474611881677935e-16,2.6882332916916786e-13
20,LAMC1,8.071049,4.5827217,6.969703332632589e-16,4.3044619716826074e-13
21,KLHL29,8.056544,5.8478947,7.848143834603262e-16,4.667465541634884e-13
22,KCNMB4,7.9810314,5.331809,1.4511524451929105e-15,8.035131168512124e-13
23,PMP22,7.9594674,4.621737,1.7278121906954365e-15,9.404862458336262e-13
24,AHR,7.944273,5.0342274,1.9533319279794623e-15,1.0455209144510074e-12
25,LGI4,7.921174,6.764951,2.3527857872876636e-15,1.238683861618743e-12
26,ROBO2,7.85134,6.466291,4.116157604248388e-15,2.0336984840067226e-12
27,IQGAP2,7.8094397,6.0842924,5.7442876279044554e-15,2.795118138941691e-12
28,KIAA1217,7.661867,2.6593547,1.832491791988118e-14,8.407210557099774e-12
29,IL1RAPL2,7.625185,7.103041,2.4368451259678128e-14,1.1022433974712157e-11
30,PDE8A,7.573922,2.9826252,3.6212105841523584e-14,1.5715564582439593e-11
31,CHL1,7.504702,1.7935967,6.156840912932218e-14,2.5528425405097937e-11
32,ARHGEF26,7.5037813,4.092524,6.20027146690842e-14,2.5528425405097937e-11
33,CLIC4,7.466869,3.766575,8.212543070339217e-14,3.2968227587992997e-11
34,TXNIP,7.4427724,3.3155997,9.859382915223108e-14,3.814868461715543e-11
35,ITGA1,7.342856,6.810705,2.0908331852468116e-13,7.378803048813335e-11
36,SNTB1,7.3098574,6.350167,2.6742566478765636e-13,9.234812069522133e-11
37,PLPP1,7.2748637,3.4979792,3.4677005476734916e-13,1.172265295668781e-10
38,MAN2A1,7.2456255,3.9492283,4.3044757120464914e-13,1.410594260126256e-10
39,SPTBN1,7.243784,2.1654577,4.363366186262209e-13,1.4154495461799076e-10
40,ASAP2,7.224522,3.1621923,5.028676744883503e-13,1.614959536619337e-10
41,COL5A1,7.217155,5.2733974,5.308652208591299e-13,1.6879937195931641e-10
42,AKAP13,7.124145,2.8106306,1.0472865573744607e-12,3.1729818669887555e-10
43,SH3PXD2A,7.0406513,4.7715087,1.91343378778723e-12,5.536029377908728e-10
44,LAMA4,7.0249963,2.737135,2.140721520375425e-12,6.138327823826497e-10
45,DGKB,6.944265,2.7130184,3.804359328261652e-12,1.0442478617702817e-09
46,GPM6B,6.8719754,1.9818614,6.331895783330414e-12,1.7088137233752626e-09
47,ABCA6,6.864915,5.3357987,6.6530821953599875e-12,1.7658159892891406e-09
48,PGM2L1,6.81158,5.1135335,9.653239357104849e-12,2.500111144785663e-09
49,RARB,6.806362,5.154701,1.000977062140798e-11,2.571710268052138e-09
50,ARHGAP29,6.8032155,7.2293606,1.023093857584916e-11,2.6076713679634586e-09
51,CNTN4,6.772826,2.9805582,1.2629059468591518e-11,3.1686112877641925e-09
52,SIPA1L2,6.7499576,3.1485038,1.4788844833871847e-11,3.653413475690726e-09
53,FNDC3B,6.7481155,2.6786478,1.4977745055082752e-11,3.671834217129638e-09
54,MAML3,6.7372184,5.1029615,1.614472379468984e-11,3.898404546364393e-09
55,BMPR1B,6.6881046,6.0359244,2.260796443727693e-11,5.261266506544555e-09
56,SPARC,6.6839604,5.7589707,2.3256947354092017e-11,5.373358735803346e-09
57,ARAP2,6.636688,2.4003568,3.208091210285833e-11,7.105368911608933e-09
58,BOC,6.5775213,4.1923103,4.7835569826534114e-11,1.0241595499860954e-08
59,MAP3K4,6.562403,2.5827708,5.294738526049368e-11,1.1260962103581156e-08
60,NRXN1,6.5578756,1.2621031,5.457971776063949e-11,1.1531760762387744e-08
61,ERBIN,6.551199,2.409916,5.7076885905631847e-11,1.1980550267054684e-08
62,NIBAN1,6.481902,6.746884,9.057329080792582e-11,1.864590534805473e-08
63,ADAMTS9-AS2,6.4766073,2.9607723,9.380798585637327e-11,1.9188811883932657e-08
64,AKAP12,6.4653263,2.6605163,1.0108045059682247e-10,2.0416343842244993e-08
65,LMO3,6.453355,2.838497,1.0940085113877269e-10,2.1958802089510532e-08
66,GINS3,6.3773046,4.0010366,1.802316202242766e-10,3.5293527338430747e-08
67,EPHA3,6.3604217,5.7101264,2.0120049154237681e-10,3.916093203565716e-08
68,GAB1,6.35528,1.9575624,2.0804709603136568e-10,4.024959330751391e-08
69,ARHGAP24,6.300871,3.0829039,2.9597763978292855e-10,5.624450829366125e-08
70,MAP4,6.291662,2.2946262,3.140845421204491e-10,5.8987281112270304e-08
71,CLU,6.26534,5.2079897,3.720126395356165e-10,6.94603832481763e-08
72,STK3,6.2549033,2.8503501,3.9776220125158564e-10,7.299504624682669e-08
73,ANK2,6.2476897,1.6738285,4.1656817365258206e-10,7.558241184662526e-08
74,SEMA4B,6.155678,4.4531903,7.475715467202561e-10,1.3191351770835726e-07
75,FNDC3A,6.142785,1.954761,8.108691039661149e-10,1.415275069232162e-07
76,SLC35F1,6.132579,1.6305296,8.646592239425668e-10,1.492931772952448e-07
77,CEP85L,6.1166167,2.0628498,9.558294846342696e-10,1.6156033631068194e-07
78,PRIMA1,6.104108,4.710283,1.0337644695494416e-09,1.7381856512869275e-07
79,CD9,6.056759,4.24107,1.3889154024941026e-09,2.284464136591035e-07
80,GAREM1,6.0561447,3.2462842,1.394223791909833e-09,2.284464136591035e-07
81,GALNT15,6.0095634,5.265264,1.8602366154099558e-09,2.957499945737165e-07
82,APP,6.0076447,1.5811635,1.8823762826106654e-09,2.9779563702483504e-07
83,CLMN,5.996978,4.258345,2.010234304368385e-09,3.164640915921112e-07
84,ITGB4,5.9814763,3.8528068,2.2112428919675994e-09,3.4641007549043636e-07
85,SSBP2,5.942415,2.0924587,2.8085286691319704e-09,4.336341260056405e-07
86,NEDD4L,5.933897,4.7565002,2.9582739718714354e-09,4.5240461241262453e-07
87,C1orf21,5.901129,1.8296787,3.610230062465638e-09,5.46898766302283e-07
88,PDZRN3,5.8992105,3.7650309,3.6524558962836417e-09,5.506977516861462e-07
89,GULP1,5.8906155,4.8176184,3.8476034144597616e-09,5.774102039970805e-07
90,MT-CYB,5.7739697,2.7412128,7.742548630260759e-09,1.125121942356671e-06
91,COL4A2,5.749796,5.332028,8.935112957543135e-09,1.262562536412214e-06
92,PRICKLE2,5.741585,2.3552837,9.379453124478592e-09,1.3096571177940433e-06
93,ROR1,5.740664,5.439234,9.430605259279768e-09,1.311099081825843e-06
94,ST3GAL6,5.7269273,2.295828,1.0226590933311584e-08,1.4156334819969892e-06
95,WSB1,5.6940055,1.8295649,1.2409298222240714e-08,1.6674669975199185e-06
96,L1CAM,5.646887,7.356816,1.633792749825041e-08,2.141602210638008e-06
97,VCL,5.644431,3.7847497,1.657282802249395e-08,2.163562487570704e-06
98,EHBP1,5.6428194,1.8872628,1.6728760541484423e-08,2.175077509270333e-06
99,CNN3,5.5985403,2.4009101,2.1616425229267612e-08,2.722398024462468e-06
100,CAB39L,5.587029,2.6039045,2.3098700513231197e-08,2.897713933525078e-06
101,DAB1,5.5808897,1.5228814,2.3929113785581082e-08,2.978618175286575e-06
102,KCTD3,5.5161977,2.1393514,3.464130212032026e-08,4.295387712718475e-06
103,ITGAV,5.5025377,1.8855699,3.7436330832205375e-08,4.6241067872164445e-06
104,PTEN,5.4842734,2.0654454,4.1517242016899384e-08,5.108529606792045e-06
105,DKK3,5.463016,3.5854254,4.681119519012068e-08,5.716127503919109e-06
106,WLS,5.433701,2.7279043,5.519697353986011e-08,6.5897799451026295e-06
107,TANC1,5.422267,1.6302444,5.8847940193705436e-08,6.973806639560333e-06
108,MYO1E,5.3833594,4.943066,7.310838568247625e-08,8.60027767836163e-06
109,MT2A,5.371848,3.4532025,7.793369198172469e-08,9.068262746351769e-06
110,PHYHD1,5.360491,4.663362,8.299624320576743e-08,9.553492295889682e-06
111,LRP1B,5.344759,0.886171,9.053755070424843e-08,1.0303337165730564e-05
112,NKAIN2,5.3439913,4.445454,9.092190494964651e-08,1.0303337165730564e-05
113,BACH2,5.3338614,1.8977113,9.61458222737795e-08,1.0834116078324309e-05
114,TIMP3,5.3305616,3.0363522,9.790944127455969e-08,1.0994271701162532e-05
115,PTPN13,5.3143697,2.0772262,1.0702727872168286e-07,1.1976240613752073e-05
116,DOCK7,5.2545886,2.331936,1.483558318749943e-07,1.609610655630217e-05
117,GLI3,5.2492933,5.787768,1.526837729856505e-07,1.6509896866781705e-05
118,TNFRSF19,5.239701,3.7046654,1.608371864448376e-07,1.727520482500321e-05
119,ACSBG1,5.2159877,5.4990463,1.828401231052014e-07,1.950800848346692e-05
120,PRKCA,5.164802,1.2291692,2.4069376619019693e-07,2.5343869839994014e-05
121,PTCHD4,5.1628065,5.5990314,2.4327446385240385e-07,2.553189348568611e-05
122,CD59,5.162193,2.9991894,2.4407388828346684e-07,2.5532354795516407e-05
123,CCNH,5.1493,1.6693153,2.614600817923231e-07,2.7262306905066415e-05
124,COBLL1,5.1475353,5.131963,2.639314972566337e-07,2.7430938622643338e-05
125,ARMCX4,5.1424704,2.0666556,2.7114930523302544e-07,2.8090193346963267e-05
126,TGFBR2,5.133261,4.930845,2.8476393099699524e-07,2.9311518089642637e-05
127,AKT3,5.126969,1.0938965,2.9444446202824195e-07,3.0114916872729266e-05
128,ADARB1,5.078469,3.280295,3.804893524070884e-07,3.830537790769167e-05
129,TMEM132B,5.0183806,1.4384534,5.210885993096804e-07,5.149157035947812e-05
130,IL1RAP,5.012011,2.2431104,5.386408570627397e-07,5.283114983584224e-05
131,ZMYND8,5.011551,1.5950817,5.399315531838137e-07,5.283114983584224e-05
132,KLF9,5.0110903,3.1857197,5.412252310755752e-07,5.283114983584224e-05
133,RETREG1,4.9957423,2.8084877,5.860994081266451e-07,5.6865808132891875e-05
134,ANTXR1,4.9849215,1.8205769,6.19869187074741e-07,5.978107790662255e-05
135,PRNP,4.98001,2.7293057,6.358089920490359e-07,6.113474784327781e-05
136,MT-CO1,4.9615927,2.3736942,6.991755831689317e-07,6.68274519448519e-05
137,AHNAK,4.9566813,5.6013837,7.170752817387988e-07,6.833493374789769e-05
138,SEMA3B,4.9444027,5.6518717,7.637771976037183e-07,7.257013225160773e-05
139,IL6ST,4.94187,1.8599874,7.737674637444018e-07,7.330248406534355e-05
140,ITPK1,4.9347334,2.056076,8.026037129652732e-07,7.581064188788163e-05
141,VGLL4,4.9317403,1.8097585,8.150019412842289e-07,7.674233295767664e-05
142,CRTC3,4.9312034,2.0609982,8.172467031457391e-07,7.674233295767664e-05
143,KANK4,4.9290543,4.1491294,8.262854440352426e-07,7.736488931542803e-05
144,MKLN1,4.9275966,1.0356762,8.324736259458861e-07,7.752286887565607e-05
145,LRMDA,4.92752,2.4537606,8.328005530780427e-07,7.752286887565607e-05
146,NEK6,4.925141,2.9253418,8.429968465459137e-07,7.824521308330063e-05
147,RBPMS,4.8978977,5.338105,9.686742404503607e-07,8.913745911765998e-05
148,YAP1,4.895749,5.182661,9.793200398970556e-07,8.985960880369697e-05
149,ITGB8,4.88984,1.8547654,1.0091799233393222e-06,9.233565025083285e-05
150,EFNA5,4.8866935,5.399996,1.0254349381130809e-06,9.355637226562952e-05
151,HSPA12A,4.8802476,2.5100887,1.0595285614516366e-06,9.61207902571167e-05
152,CABLES1,4.8721895,2.5505004,1.1036817253886524e-06,9.956387250240611e-05
153,IL1RAPL1,4.870885,1.181662,1.110994867975932e-06,9.974114305302035e-05
154,PHLDB2,4.8367352,4.8676343,1.319889381081249e-06,0.00011774513187062308
155,ASPH,4.8055787,1.6432995,1.5430453680628034e-06,0.0001368919944622567
156,ADD1,4.787468,1.5878024,1.688987579316492e-06,0.00014847737963481718
157,FKBP5,4.786547,1.6271807,1.6967522443088246e-06,0.00014847737963481718
158,AP1S2,4.755774,3.8079932,1.9768755244632807e-06,0.0001720524592632473
159,PDGFA,4.7390447,4.59714,2.1472834195582005e-06,0.0001848793753863582
160,ABCA10,4.7367425,3.8352354,2.171810582407503e-06,0.00018649116805886888
161,MERTK,4.7212405,3.0205083,2.3441037321286784e-06,0.00020074904361950003
162,TRHDE,4.719092,2.3801754,2.3689975540701465e-06,0.0002023413735344754
163,TULP3,4.6993694,3.0126936,2.609658273281976e-06,0.00022113238904076688
164,PPP1R1B,4.690007,6.00999,2.7319542744086826e-06,0.00023028008273657437
165,ARHGEF10,4.6890864,1.8972185,2.744276184230907e-06,0.0002307131666402502
166,ART3,4.6402025,5.465183,3.4806793357532995e-06,0.00029034290095510964
167,PRSS23,4.6284614,3.4094982,3.6839291317769527e-06,0.00030492109295622897
168,SEMA3C,4.617564,5.472861,3.882709624433272e-06,0.00031972620407352446
169,BMP2K,4.5910883,2.4653125,4.409403910515525e-06,0.0003585012824967243
170,SLC39A11,4.5854864,2.8377447,4.529307849482464e-06,0.0003673200040053771
171,PKN2,4.583798,1.5476477,4.566051615707413e-06,0.00036936712251497115
172,SORT1,4.5831842,1.9211186,4.579483648703229e-06,0.0003695229079851864
173,ADIPOR2,4.568373,2.9980733,4.915242464211e-06,0.0003956215833035997
174,STK32A,4.553255,1.4551374,5.282210567814001e-06,0.00042303788624774725
175,FGD4,4.542588,2.6575525,5.556769738849188e-06,0.00044391955264463104
176,CDK19,4.5358353,1.7577198,5.737598116180738e-06,0.00045722819727331114
177,MT-ND2,4.5046782,2.5062106,6.647352098044186e-06,0.0005245201784488673
178,TEAD1,4.484342,1.5930445,7.313922141488183e-06,0.000572894169692422
179,SORL1,4.4646196,2.1262279,8.021105725975441e-06,0.0006222169333084573
180,ADAMTSL1,4.459555,3.878755,8.213002797026055e-06,0.0006340398673713744
181,IRS2,4.430854,1.959881,9.386066848163523e-06,0.0007194117824075693
182,TOB2,4.412743,2.5962377,1.0206908605177821e-05,0.0007786101421740754
183,COL5A3,4.3986998,4.497655,1.0890146585178998e-05,0.0008209790084108533
184,PLSCR4,4.395093,1.9653909,1.1072547241264765e-05,0.0008327748352534377
185,PPP2R2B,4.3840423,1.4140003,1.1649725535536555e-05,0.0008741376999386833
186,MT-ND4L,4.3825073,3.301668,1.1732125221329078e-05,0.0008782685349253691
187,YBX3,4.3765216,4.0989566,1.2058830625623332e-05,0.0009006263849811472
188,ITPRID2,4.374296,2.1283786,1.2182497900378378e-05,0.0009077515546882869
189,GLG1,4.370075,1.4010069,1.2420371389461464e-05,0.000923333859195729
190,MBNL1,4.3690777,1.5221798,1.24772401905664e-05,0.0009252354478278762
191,COL4A1,4.368617,5.6833253,1.2503571052694949e-05,0.0009252354478278762
192,ABCA9,4.3647037,5.6570563,1.2729534219642665e-05,0.0009397907849743085
193,ARHGAP31,4.3620944,1.5202148,1.2882335298742718e-05,0.0009467189888309436
194,ASPA,4.346286,5.5013037,1.3846222319181078e-05,0.0010106168858647735
195,TMEM176B,4.34076,5.4221044,1.4199053192136006e-05,0.0010293512263328394
196,PLEKHG1,4.317278,3.0032883,1.5796538331861438e-05,0.001142580694882275
197,COL5A2,4.298553,5.1019583,1.719168317494052e-05,0.0012406986632881231
198,MATN2,4.29226,1.6304235,1.768635035342862e-05,0.0012706871176741837
199,LAMP2,4.2819004,2.4409974,1.853040740183339e-05,0.0013166018444908834
200,NPTX2,4.276912,5.038526,1.8950360364183328e-05,0.0013434676006528644
201,HIF3A,4.2756844,1.2318523,1.9055115213840072e-05,0.0013479185574724094
202,DDX17,4.250513,1.0189731,2.1328118860016993e-05,0.0014890272547596647
203,RALGPS2,4.242916,1.4964793,2.2063408353429693e-05,0.0015370203021049774
204,DPYSL2,4.2344747,1.5663401,2.2908680100333612e-05,0.0015924507822991643
205,ANKS1A,4.2333236,1.9991802,2.3026304569730072e-05,0.001597170132304279
206,MT-ND4,4.2320957,1.7508314,2.3152404056092666e-05,0.0016024557247013274
207,DOCK5,4.223424,1.979596,2.4061872935591537e-05,0.0016551107236272911
208,FAM135B,4.2231936,2.539515,2.40864752396888e-05,0.0016551107236272911
209,CTNNA1,4.216517,1.5855818,2.4810442108084156e-05,0.0016951487840619196
210,ALK,4.19526,1.7331932,2.7255877264283812e-05,0.001850576106432293
211,BICD1,4.1941857,1.5001469,2.7385367364799814e-05,0.0018554453015201392
212,SEPTIN7,4.1916533,1.4426947,2.769291237820408e-05,0.001872332381107419
213,FGF2,4.184056,2.0680802,2.8635371854983142e-05,0.0019318458274033543
214,ELOVL2,4.160496,7.1702204,3.1755655012984116e-05,0.0021246517932124688
215,PTPRZ1,4.1462226,0.6962662,3.3800511234740964e-05,0.0022427756576522853
216,ANKRD12,4.145302,1.1746032,3.3936644042322635e-05,0.002247165615297302
217,KLHDC8A,4.1406207,4.3575444,3.4636742402430105e-05,0.002288804490234656
218,FXYD1,4.133484,6.09369,3.573056011793606e-05,0.002356236012705373
219,MT-CO3,4.1261935,1.9333289,3.6881719905492696e-05,0.0024172580301324445
220,GBP2,4.124582,6.3087664,3.7140896273748646e-05,0.00242928693244692
221,UBASH3B,4.117905,2.5555491,3.823316196316824e-05,0.0024956463342421706
222,CERS6,4.1130705,1.4213086,3.904307375330742e-05,0.002533067300176703
223,PKIG,4.1125336,2.908986,3.913406248894981e-05,0.002533851646839966
224,MT-ATP6,4.0820675,1.9687201,4.4636833564466865e-05,0.0028670238198457067
225,SYNPO2,4.0806093,5.6977105,4.491778298599326e-05,0.002873574901584011
226,NOTCH2,4.068177,1.5945953,4.73823021455098e-05,0.003013232937431776
227,ATP1A2,4.0651846,1.4757792,4.799447606177917e-05,0.0030451291000962426
228,NDRG1,4.0648007,2.707475,4.807350003888511e-05,0.0030451291000962426
229,PDE4DIP,4.0531363,1.4109683,5.053555471556657e-05,0.0031822536072361185
230,IGFBP7,4.0358696,5.107337,5.440043237275439e-05,0.003392368710001956
231,ARHGAP39,4.028963,3.1287088,5.602345517113579e-05,0.003486808648877957
232,BBS2,4.0285025,1.4222178,5.61332718095979e-05,0.0034868859268186395
233,NFE2L2,4.026661,1.6906801,5.657458079757983e-05,0.003507514792112502
234,CD81,4.0240517,1.7393583,5.7205397267560345e-05,0.0035397906228279395
235,DISC1,4.021212,1.0698056,5.789944149316306e-05,0.0035758472376017916
236,PTPN12,4.014229,1.7084754,5.9640498452833504e-05,0.00367630442958301
237,GPNMB,4.0136147,2.9539132,5.9795906452624474e-05,0.003676569054150273
238,ME3,4.013308,1.7616901,5.987375417470319e-05,0.003676569054150273
239,CELF2,4.0121565,1.1851677,6.0166538704743783e-05,0.003687496928440547
240,TTC21B,4.001413,1.5503432,6.296534529393004e-05,0.00382876044004417
241,CYBRD1,3.9965017,3.5348759,6.428544743022138e-05,0.0038879983883645195
242,C12orf76,3.9885206,1.9931582,6.648663910053785e-05,0.003998536357141896
243,SYT11,3.9710238,1.5442848,7.156446148627139e-05,0.0042615854221458175
244,CTDSPL,3.9707167,1.9571879,7.165673759796798e-05,0.0042615854221458175
245,STOX2,3.9701028,1.7872522,7.184162757119153e-05,0.004264683677354559
246,CSGALNACT1,3.9678774,1.3382123,7.251564354025909e-05,0.00429675256881074
247,LINC00598,3.9633496,4.049036,7.390542376831488e-05,0.0043563965116362935
248,GALNT18,3.9551384,4.606407,7.649036885685711e-05,0.004499062629739865
249,PDE4D,3.9483085,1.1358271,7.87053558734967e-05,0.004609954173738088
250,DIP2C,3.9467735,1.0279619,7.921138263751289e-05,0.00462522464255223
251,SOX10,3.9382553,1.4734071,8.2076199682569e-05,0.004766504797117005
252,BRD4,3.9372578,1.6165152,8.241805322868963e-05,0.004777718013428461
253,QKI,3.9316556,0.8699875,8.436282400103024e-05,0.004881643410437993
254,PTN,3.921526,1.1837765,8.798997138329636e-05,0.00505509468868437
255,KCNK1,3.9206817,3.0660377,8.829879302442983e-05,0.0050637781035349355
256,CPQ,3.9174588,2.3504567,8.948737472963051e-05,0.005122793296688206
257,PDE5A,3.9102452,2.9645936,9.220252764827526e-05,0.005259474556704014
258,SCN7A,3.9093242,3.7226374,9.255469104062869e-05,0.005270201955265586
259,TLE1,3.902264,1.8935323,9.52971229802216e-05,0.005370045146773542
260,CTNND1,3.893746,1.9018925,9.87080790527042e-05,0.005532303592980097
261,PCGF5,3.8925948,1.4680444,9.917776281699436e-05,0.00554894399454316
262,KANK2,3.8665795,4.089556,0.00011037244365127092,0.00610087956602507
263,SHROOM4,3.862052,1.3689917,0.0001124386658108141,0.006204411945900851
264,ITPR3,3.8494663,6.7052636,0.00011837540034412613,0.006498505952224975
265,SCD,3.8453224,3.1754625,0.0001203940173759778,0.006575601816376746
266,MAPK1,3.8439412,1.3446437,0.00012107407129943272,0.0065927674239012485
267,UPP2,3.843711,1.7775408,0.00012118776513150392,0.0065927674239012485
268,WASF2,3.8431737,1.8458792,0.00012145344231160204,0.0065927674239012485
269,RPGR,3.8384159,2.614178,0.00012383067230380606,0.006706276629067001
270,LINC00639,3.837188,2.0947597,0.0001244512333821888,0.006728537643213793
271,ST3GAL5,3.8328137,1.6225663,0.0001266858892924477,0.006826371366823755
272,GPBP1L1,3.8246024,1.6391802,0.00013098326752236845,0.007046109943854041
273,UACA,3.822377,3.992164,0.00013217142354417068,0.007098135898195721
274,RREB1,3.7796323,5.410756,0.00015706005309560633,0.008337162983744458
275,CBX7,3.769963,2.604272,0.00016327169467383296,0.008638336860708641
276,SPATA6,3.7610612,1.2061902,0.00016919404645130646,0.00887854052579037
277,CORO2B,3.7546148,3.095394,0.00017360815895229193,0.009095311622761592
278,CEBPD,3.7493966,3.0119398,0.00017726057771762238,0.009249921119892054
279,COL12A1,3.7491663,4.1113553,0.00017742336633515507,0.009249921119892054
280,KLC1,3.7450223,1.5874869,0.00018037770851418405,0.009388703580118347
281,KRCC1,3.7403412,2.1244955,0.00018377063571809257,0.009549828424088257
282,MYLK,3.7352762,4.982191,0.00018750920217563405,0.009728365150033096
283,LRRC1,3.7322066,1.913212,0.00018980967004027184,0.009816002501358018
284,ST3GAL1,3.724149,3.6308892,0.00019597524363837587,0.010069991919114306
285,ZNRF2,3.7188537,2.4565606,0.00020012884647294747,0.010266993457633718
286,LGALS3,3.7171655,4.593998,0.00020147047855698162,0.010319337191160231
287,ITGB1,3.7116401,1.8721967,0.00020592058904855002,0.010493131157494113
288,MT-ND1,3.7113333,2.8116124,0.00020617050476035449,0.010493131157494113
289,AL353138.1,3.7041197,4.9705143,0.00021212618632433566,0.010779165306655125
290,MACROD2,3.7035058,1.4104772,0.00021264044366204926,0.010788227248351837
291,AC023095.1,3.7027383,2.2834783,0.00021328491175882122,0.010803856374029249
292,ETS1,3.6984408,2.0959027,0.00021692796026671638,0.010971088888134797
293,CDH6,3.6949875,2.5432622,0.0002198976632147698,0.011086363350301933
294,ACSS3,3.6813276,3.5961132,0.00023202266182149197,0.011624661130104859
295,SORCS1,3.6796393,1.1513901,0.00023356408397582818,0.0116836613035572
296,LGALS3BP,3.6773372,3.4369256,0.00023568151420217006,0.011771247011823782
297,LRIG1,3.6748815,2.0390165,0.00023795995248725852,0.011866589866658861
298,SAMD4B,3.6735768,1.874672,0.00023917876286981123,0.011890442677343634
299,KIAA1755,3.6681283,2.3163214,0.0002443326799836275,0.012109172866781167
300,CSRP1,3.6646748,4.5999794,0.00024765299381572037,0.012209406131966043
301,ENDOD1,3.6645982,2.5368347,0.00024772725702675805,0.012209406131966043
302,TOM1L2,3.658689,1.4693018,0.0002535086649777187,0.012467734725512153
303,LYST,3.6539311,1.755181,0.0002582555323209785,0.012681768227046216
304,PIP4K2A,3.6513987,1.2294635,0.00026081595147339076,0.012787945468042662
305,MFGE8,3.6455665,3.3023858,0.000266803481320631,0.013061575918615953
306,NFIC,3.6396575,1.7556541,0.0002730010260820592,0.013324358590616005
307,PDGFC,3.6235418,1.3997808,0.0002905961570933805,0.01409742535506634
308,SQOR,3.6127982,4.1445546,0.000302910494138504,0.014632858603682363
309,TMBIM6,3.6127214,1.7334449,0.00030300018593955384,0.014632858603682363
310,FRS2,3.6106493,1.4901063,0.000305431286260044,0.014728116754116085
311,GRIK3,3.6050475,1.3232964,0.00031209602594212257,0.014995295687735829
312,MCC,3.5988314,2.7131248,0.000319650391456728,0.015298915531494518
313,PDE1C,3.5885482,1.3839644,0.00033252465302434174,0.015797380520527714
314,AZGP1,3.587704,3.389945,0.0003336027658777399,0.01582518881264936
315,AC245297.3,3.5860157,1.7846347,0.0003357688109387154,0.015904447438490923
316,WDR64,3.5664468,7.2425976,0.00036185425596393223,0.017089631515120125
317,HTRA1,3.5455732,1.1801255,0.00039175999644716153,0.018447759950000867
318,OSMR,3.537669,2.737294,0.0004036757279887588,0.018953283632103784
319,RHOJ,3.5328343,2.8241518,0.0004111299783090484,0.01927509380057677
320,GPX3,3.5185606,5.9780765,0.0004338947236160067,0.02025367594320938
321,FOXP1,3.5019078,1.1483529,0.00046193934109020325,0.02140714787351059
322,MEGF9,3.4933128,1.4084655,0.00047706715407437524,0.021981365355952024
323,ACVR1,3.4872503,2.1759033,0.0004880142335433318,0.022434298110536106
324,COL23A1,3.487097,5.8949203,0.0004882943913829905,0.022434298110536106
325,FAM107A,3.4843342,3.710167,0.0004933629509205359,0.022570300810274942
326,HIPK3,3.482339,1.6974336,0.0004970540420587325,0.022706814453365854
327,ZFP36,3.474051,5.0946374,0.0005126636015979868,0.023386635746192253
328,FREM2,3.4514892,3.536479,0.0005575020125983874,0.02536002426996772
329,MMP17,3.4467313,2.1476758,0.0005674126093239359,0.02570893143842903
330,IQGAP1,3.442357,2.6784232,0.0005766684824785218,0.026055139466320026
331,ABTB2,3.4422035,2.0153534,0.0005769957887020558,0.026055139466320026
332,AC092924.2,3.4418967,4.838333,0.0005776509201313983,0.026055139466320026
333,MT-ND5,3.42816,2.1541064,0.00060768706668757,0.027294923282057775
334,PDK4,3.423786,2.914609,0.0006175526791156879,0.02769930766731888
335,UBE2E2,3.419335,1.0097764,0.0006277441880521193,0.0281171612263512
336,CDHR3,3.4179535,4.968,0.0006309387475097289,0.028220888407068167
337,GNAS,3.4159584,1.3852519,0.0006355798184698575,0.028334132023008503
338,SAT1,3.415728,2.2686954,0.0006361173653616419,0.028334132023008503
339,BCL2L1,3.4108167,2.115841,0.0006476862644352011,0.028769632617339537
340,ATG4C,3.4096656,1.705509,0.0006504258846292762,0.028851418901753047
341,TARSL2,3.4011474,1.6396583,0.0006710365036008558,0.02964282986676958
342,UTRN,3.3845713,1.9874386,0.0007128948913660401,0.03119157961337926
