,names,scores,logfoldchanges,pvals,pvals_adj
16195,VSIG10L,-0.007597328,-19.625864,0.9939382674331353,1.0
16196,DMKN,-0.007597328,-20.16367,0.9939382674331353,1.0
16197,AL109976.1,-0.007597328,-19.772474,0.9939382674331353,1.0
16198,EXO1,-0.007597328,-19.73104,0.9939382674331353,1.0
16199,SPON2,-0.007597328,-19.13184,0.9939382674331353,1.0
16200,EDN3,-0.007597328,-20.016706,0.9939382674331353,1.0
16201,LINC02594,-0.007597328,-19.811228,0.9939382674331353,1.0
16202,NPPC,-0.007597328,-19.726267,0.9939382674331353,1.0
16203,AC104662.1,-0.007597328,-19.004158,0.9939382674331353,1.0
16204,EDN1,-0.007597328,-19.961308,0.9939382674331353,1.0
16205,SST,-0.007597328,-21.078012,0.9939382674331353,1.0
16206,LST1,-0.007597328,-19.996061,0.9939382674331353,1.0
16207,C11orf72,-0.007597328,-18.301798,0.9939382674331353,1.0
16208,AC135166.1,-0.007597328,-19.601913,0.9939382674331353,1.0
16209,EWSAT1,-0.007597328,-18.640106,0.9939382674331353,1.0
16210,EHHADH-AS1,-0.007597328,-18.98637,0.9939382674331353,1.0
16211,AC005696.3,-0.007597328,-19.581396,0.9939382674331353,1.0
16212,LINC02466,-0.007597328,-19.205704,0.9939382674331353,1.0
16213,AC100834.2,-0.007597328,-19.018467,0.9939382674331353,1.0
16214,AC093503.2,-0.007597328,-19.766014,0.9939382674331353,1.0
16215,LINC02343,-0.007597328,-20.027338,0.9939382674331353,1.0
16216,IGSF9,-0.007597328,-18.84453,0.9939382674331353,1.0
16217,LRRC38,-0.007597328,-18.654978,0.9939382674331353,1.0
16218,EPB41L4A-DT,-0.007597328,-18.997719,0.9939382674331353,1.0
16219,DPT,-0.007597328,-19.664598,0.9939382674331353,1.0
16220,AC009549.1,-0.007597328,-18.614368,0.9939382674331353,1.0
16221,DPPA4,-0.007597328,-20.332582,0.9939382674331353,1.0
16222,AC090692.3,-0.007597328,-18.749626,0.9939382674331353,1.0
16223,ASTL,-0.007597328,-19.51774,0.9939382674331353,1.0
16224,AC007786.4,-0.007597328,-19.435917,0.9939382674331353,1.0
16225,AC005911.1,-0.007597328,-19.307936,0.9939382674331353,1.0
16226,TSPAN1,-0.007597328,-19.710833,0.9939382674331353,1.0
16227,OLFM4,-0.007597328,-19.341587,0.9939382674331353,1.0
16228,AP003501.1,-0.007597328,-19.765673,0.9939382674331353,1.0
16229,AP002856.2,-0.007597328,-19.709522,0.9939382674331353,1.0
16230,OR10H5,-0.007597328,-19.95779,0.9939382674331353,1.0
16231,AC006449.2,-0.007597328,-19.169516,0.9939382674331353,1.0
16232,AL078605.1,-0.007597328,-18.640234,0.9939382674331353,1.0
16233,AC092801.1,-0.007597328,-19.5359,0.9939382674331353,1.0
16234,AC136624.2,-0.007597328,-19.69735,0.9939382674331353,1.0
16235,AL049775.2,-0.007597328,-19.911293,0.9939382674331353,1.0
16236,AC117394.2,-0.007597328,-18.33058,0.9939382674331353,1.0
16237,TGM5,-0.007597328,-19.041225,0.9939382674331353,1.0
16238,BUB1,-0.007597328,-19.601912,0.9939382674331353,1.0
16239,PARP15,-0.007597328,-19.816977,0.9939382674331353,1.0
16240,AC012558.1,-0.007597328,-19.130713,0.9939382674331353,1.0
16241,LINC02846,-0.007597328,-19.147308,0.9939382674331353,1.0
16242,LINC02847,-0.007597328,-18.79828,0.9939382674331353,1.0
16243,OR2A14,-0.007597328,-19.217188,0.9939382674331353,1.0
16244,BX005266.2,-0.007597328,-19.1977,0.9939382674331353,1.0
16245,AC104435.2,-0.007597328,-19.686508,0.9939382674331353,1.0
16246,LYPD8,-0.007597328,-19.513412,0.9939382674331353,1.0
16247,AC007557.1,-0.007597328,-18.729815,0.9939382674331353,1.0
16248,NOTUM,-0.007597328,-19.03121,0.9939382674331353,1.0
16249,ASPG,-0.007597328,-19.38081,0.9939382674331353,1.0
16250,NOTCH3,-0.007597328,-19.333237,0.9939382674331353,1.0
16251,DIP2A-IT1,-0.007597328,-19.79815,0.9939382674331353,1.0
16252,AC104634.2,-0.007597328,-19.941032,0.9939382674331353,1.0
16253,AC093503.1,-0.007597328,-19.859694,0.9939382674331353,1.0
16254,NOL4L-DT,-0.007597328,-19.640837,0.9939382674331353,1.0
16255,LINGO4,-0.007597328,-19.230766,0.9939382674331353,1.0
16256,SLC39A5,-0.007597328,-19.104813,0.9939382674331353,1.0
16257,TH,-0.007597328,-19.895788,0.9939382674331353,1.0
16258,CFAP65,-0.007597328,-19.587252,0.9939382674331353,1.0
16259,AC079779.3,-0.007597328,-18.509268,0.9939382674331353,1.0
16260,SLAMF7,-0.007597328,-18.918018,0.9939382674331353,1.0
16261,AC094105.2,-0.007597328,-18.859285,0.9939382674331353,1.0
16262,AC074031.1,-0.007597328,-18.979292,0.9939382674331353,1.0
16263,ZBP1,-0.007597328,-19.299248,0.9939382674331353,1.0
16264,SLAMF8,-0.007597328,-19.761814,0.9939382674331353,1.0
16265,LINC02296,-0.007597328,-19.853867,0.9939382674331353,1.0
16266,AP003096.1,-0.007597328,-18.73818,0.9939382674331353,1.0
16267,AC026358.1,-0.007597328,-19.227608,0.9939382674331353,1.0
16268,LINC02298,-0.007597328,-19.188198,0.9939382674331353,1.0
16269,OLR1,-0.007597328,-19.88028,0.9939382674331353,1.0
16270,BCL2L10,-0.007597328,-19.337526,0.9939382674331353,1.0
16271,AC079801.1,-0.007597328,-18.477175,0.9939382674331353,1.0
16272,AC090651.1,-0.007597328,-18.640388,0.9939382674331353,1.0
16273,AC093458.1,-0.007597328,-19.413033,0.9939382674331353,1.0
16274,AP003128.1,-0.007597328,-18.871185,0.9939382674331353,1.0
16275,STYK1,-0.007597328,-20.038214,0.9939382674331353,1.0
16276,AC074135.1,-0.007597328,-19.584087,0.9939382674331353,1.0
16277,PBOV1,-0.007597328,-19.115532,0.9939382674331353,1.0
16278,AP003465.1,-0.007597328,-19.365158,0.9939382674331353,1.0
16279,AC008581.1,-0.007597328,-18.782484,0.9939382674331353,1.0
16280,LIPC,-0.007597328,-19.073189,0.9939382674331353,1.0
16281,BX537318.1,-0.007597328,-19.130049,0.9939382674331353,1.0
16282,IGSF11-AS1,-0.007597328,-18.841387,0.9939382674331353,1.0
16283,ERFE,-0.007597328,-19.694265,0.9939382674331353,1.0
16284,LINC02324,-0.007597328,-18.705032,0.9939382674331353,1.0
16285,BX323043.1,-0.007597328,-19.445082,0.9939382674331353,1.0
16286,SFTA3,-0.007597328,-19.693964,0.9939382674331353,1.0
16287,AC093484.4,-0.007597328,-19.4872,0.9939382674331353,1.0
16288,OPRK1,-0.007597328,-18.906319,0.9939382674331353,1.0
16289,CHI3L2,-0.007597328,-19.210758,0.9939382674331353,1.0
16290,SFTPA2,-0.007597328,-18.714346,0.9939382674331353,1.0
16291,ATP11AUN,-0.007597328,-19.278048,0.9939382674331353,1.0
16292,AC006449.5,-0.007597328,-19.302286,0.9939382674331353,1.0
16293,AC007787.1,-0.007597328,-19.537031,0.9939382674331353,1.0
16294,AL121578.3,-0.007597328,-19.26671,0.9939382674331353,1.0
16295,TRABD2A,-0.007597328,-19.610714,0.9939382674331353,1.0
16296,AC093583.1,-0.007597328,-18.533682,0.9939382674331353,1.0
16297,BTK,-0.007597328,-19.622818,0.9939382674331353,1.0
16298,SERPINA1,-0.007597328,-18.62146,0.9939382674331353,1.0
16299,ARSH,-0.007597328,-19.149488,0.9939382674331353,1.0
16300,ADGRF1,-0.007597328,-18.982716,0.9939382674331353,1.0
16301,DUOX2,-0.007597328,-19.159792,0.9939382674331353,1.0
16302,AL049552.2,-0.007597328,-19.04796,0.9939382674331353,1.0
16303,LRRC70,-0.007597328,-18.919525,0.9939382674331353,1.0
16304,IL12RB1,-0.007597328,-18.991465,0.9939382674331353,1.0
16305,AC136469.1,-0.007597328,-18.55447,0.9939382674331353,1.0
16306,AC004943.1,-0.007597328,-18.681194,0.9939382674331353,1.0
16307,OR2T6,-0.007597328,-19.374098,0.9939382674331353,1.0
16308,ERVK-28,-0.007597328,-18.937267,0.9939382674331353,1.0
16309,AL118511.4,-0.007597328,-19.23858,0.9939382674331353,1.0
16310,AC009054.1,-0.007597328,-19.858488,0.9939382674331353,1.0
16311,AL034397.2,-0.007597328,-19.16292,0.9939382674331353,1.0
16312,SDS,-0.007597328,-19.542938,0.9939382674331353,1.0
16313,AC079942.1,-0.007597328,-19.01177,0.9939382674331353,1.0
16314,SERPINE1,-0.007597328,-19.328089,0.9939382674331353,1.0
16315,BTG4,-0.007597328,-19.566772,0.9939382674331353,1.0
16316,AC022001.2,-0.007597328,-19.751656,0.9939382674331353,1.0
16317,LINC02770,-0.007597328,-19.036709,0.9939382674331353,1.0
16318,AC093627.4,-0.007597328,-19.256788,0.9939382674331353,1.0
16319,AP002439.1,-0.007597328,-19.751448,0.9939382674331353,1.0
16320,AL096840.2,-0.007597328,-19.735754,0.9939382674331353,1.0
16321,LINC02463,-0.007597328,-19.493784,0.9939382674331353,1.0
16322,AC104462.1,-0.007597328,-18.979479,0.9939382674331353,1.0
16323,AC118758.3,-0.007597328,-18.699602,0.9939382674331353,1.0
16324,AC026624.1,-0.007597328,-18.626677,0.9939382674331353,1.0
16325,PALMD,-0.007597328,-19.787342,0.9939382674331353,1.0
16326,TPSD1,-0.007597328,-18.825314,0.9939382674331353,1.0
16327,ERVV-2,-0.007597328,-19.112827,0.9939382674331353,1.0
16328,AC078852.1,-0.007597328,-19.697805,0.9939382674331353,1.0
16329,AC092966.1,-0.007597328,-19.348259,0.9939382674331353,1.0
16330,RNF222,-0.007597328,-19.30612,0.9939382674331353,1.0
16331,AC092979.1,-0.007597328,-19.15566,0.9939382674331353,1.0
16332,WNT11,-0.007597328,-19.683796,0.9939382674331353,1.0
16333,AP002478.1,-0.007597328,-19.536303,0.9939382674331353,1.0
16334,AC079362.1,-0.007597328,-19.330404,0.9939382674331353,1.0
16335,ERVH-1,-0.007597328,-19.397081,0.9939382674331353,1.0
16336,ADGRG7,-0.007597328,-19.259872,0.9939382674331353,1.0
16337,AC078820.2,-0.007597328,-18.728209,0.9939382674331353,1.0
16338,OR2B11,-0.007597328,-18.388155,0.9939382674331353,1.0
16339,AC022001.3,-0.007597328,-19.06563,0.9939382674331353,1.0
16340,AC022217.2,-0.007597328,-19.013573,0.9939382674331353,1.0
16341,LINC02261,-0.007597328,-19.695662,0.9939382674331353,1.0
16342,OR2AG2,-0.007597328,-19.325115,0.9939382674331353,1.0
16343,LINC02384,-0.007597328,-20.034004,0.9939382674331353,1.0
16344,TGM3,-0.007597328,-20.172644,0.9939382674331353,1.0
16345,AC135279.4,-0.007597328,-18.939991,0.9939382674331353,1.0
16346,AC093227.3,-0.007597328,-19.383837,0.9939382674331353,1.0
16347,AATBC,-0.007597328,-19.932314,0.9939382674331353,1.0
16348,AC022023.2,-0.007597328,-19.366598,0.9939382674331353,1.0
16349,AC090578.2,-0.007597328,-19.44612,0.9939382674331353,1.0
16350,AC026471.3,-0.007597328,-19.500357,0.9939382674331353,1.0
16351,AC012574.1,-0.007597328,-20.014008,0.9939382674331353,1.0
16352,TMEM37,-0.007597328,-18.946058,0.9939382674331353,1.0
16353,DNAJC5B,-0.007597328,-20.265266,0.9939382674331353,1.0
16354,DHRS2,-0.007597328,-19.355162,0.9939382674331353,1.0
16355,AL096677.1,-0.007597328,-19.461697,0.9939382674331353,1.0
16356,AC104458.1,-0.007597328,-18.831083,0.9939382674331353,1.0
16357,LINC02817,-0.007597328,-19.277702,0.9939382674331353,1.0
16358,AP005482.1,-0.007597328,-19.125189,0.9939382674331353,1.0
16359,BARX2,-0.007597328,-19.965591,0.9939382674331353,1.0
16360,OR2L8,-0.007597328,-19.334846,0.9939382674331353,1.0
16361,NUDT14,-0.007597328,-19.01887,0.9939382674331353,1.0
16362,AC114947.2,-0.007597328,-20.234924,0.9939382674331353,1.0
16363,DTL,-0.007597328,-19.071598,0.9939382674331353,1.0
16364,LRRC3,-0.007597328,-20.377752,0.9939382674331353,1.0
16365,ACTA1,-0.007597328,-19.747232,0.9939382674331353,1.0
16366,AC104656.1,-0.007597328,-19.447649,0.9939382674331353,1.0
16367,DSG1-AS1,-0.007597328,-19.853657,0.9939382674331353,1.0
16368,BFSP2-AS1,-0.007597328,-20.394772,0.9939382674331353,1.0
16369,AC009480.1,-0.007597328,-19.113346,0.9939382674331353,1.0
16370,LINC02808,-0.007597328,-18.863585,0.9939382674331353,1.0
16371,TSKS,-0.007597328,-19.511572,0.9939382674331353,1.0
16372,ADGRG4,-0.007597328,-19.599775,0.9939382674331353,1.0
16373,AP005329.3,-0.007597328,-19.036177,0.9939382674331353,1.0
16374,IGLC1,-0.007597328,-19.534147,0.9939382674331353,1.0
16375,AP005019.1,-0.007597328,-19.210915,0.9939382674331353,1.0
16376,KLLN,-0.007597328,-19.607328,0.9939382674331353,1.0
16377,MAL2-AS1,-0.007597328,-19.917736,0.9939382674331353,1.0
16378,AL390800.1,-0.007597328,-19.424006,0.9939382674331353,1.0
16379,AC130324.3,-0.007597328,-19.01177,0.9939382674331353,1.0
16380,AC025287.2,-0.007597328,-19.203348,0.9939382674331353,1.0
16381,AC010973.1,-0.007597328,-18.930641,0.9939382674331353,1.0
16382,TBC1D3I,-0.007597328,-19.242401,0.9939382674331353,1.0
16383,TRIP13,-0.007597328,-19.859211,0.9939382674331353,1.0
16384,ZFP42,-0.007597328,-19.898842,0.9939382674331353,1.0
16385,LINC00850,-0.007597328,-19.687838,0.9939382674331353,1.0
16386,GLP2R,-0.007597328,-20.40504,0.9939382674331353,1.0
16387,COX7B2,-0.007597328,-19.964134,0.9939382674331353,1.0
16388,AL365229.1,-0.007597328,-19.20719,0.9939382674331353,1.0
16389,CARMIL2,-0.007597328,-19.51791,0.9939382674331353,1.0
16390,RCVRN,-0.007597328,-19.556227,0.9939382674331353,1.0
16391,AL137786.1,-0.007597328,-18.607016,0.9939382674331353,1.0
16392,PROC,-0.007597328,-19.113062,0.9939382674331353,1.0
16393,AL360267.2,-0.007597328,-20.04746,0.9939382674331353,1.0
16394,AC025271.4,-0.007597328,-19.111338,0.9939382674331353,1.0
16395,AC025265.2,-0.007597328,-20.02098,0.9939382674331353,1.0
16396,LINC00691,-0.007597328,-19.345613,0.9939382674331353,1.0
16397,SMYD3-IT1,-0.007597328,-19.164171,0.9939382674331353,1.0
16398,LINC00687,-0.007597328,-19.44163,0.9939382674331353,1.0
16399,LINC00682,-0.007597328,-19.00579,0.9939382674331353,1.0
16400,AL390071.1,-0.007597328,-18.820438,0.9939382674331353,1.0
16401,AL390816.1,-0.007597328,-20.032465,0.9939382674331353,1.0
16402,LINC00426,-0.007597328,-19.369707,0.9939382674331353,1.0
16403,AL390839.1,-0.007597328,-19.038967,0.9939382674331353,1.0
16404,REELD1,-0.007597328,-18.636646,0.9939382674331353,1.0
16405,PRH2,-0.007597328,-18.742899,0.9939382674331353,1.0
16406,AC133565.1,-0.007597328,-18.315575,0.9939382674331353,1.0
16407,AL031430.1,-0.007597328,-18.656977,0.9939382674331353,1.0
16408,AC010998.1,-0.007597328,-18.815512,0.9939382674331353,1.0
16409,CAPN13,-0.007597328,-19.382889,0.9939382674331353,1.0
16410,AL391097.2,-0.007597328,-19.909397,0.9939382674331353,1.0
16411,AC091053.1,-0.007597328,-19.80207,0.9939382674331353,1.0
16412,AC004241.3,-0.007597328,-18.911232,0.9939382674331353,1.0
16413,AC147651.2,-0.007597328,-18.832983,0.9939382674331353,1.0
16414,AL391095.3,-0.007597328,-19.048943,0.9939382674331353,1.0
16415,GJC1,-0.007597328,-18.317904,0.9939382674331353,1.0
16416,AL391069.3,-0.007597328,-18.989134,0.9939382674331353,1.0
16417,AL137060.3,-0.007597328,-19.3208,0.9939382674331353,1.0
16418,AC004241.4,-0.007597328,-19.190226,0.9939382674331353,1.0
16419,CD93,-0.007597328,-19.784239,0.9939382674331353,1.0
16420,AC064834.1,-0.007597328,-20.005224,0.9939382674331353,1.0
16421,AL390860.1,-0.007597328,-18.58341,0.9939382674331353,1.0
16422,MMP20,-0.007597328,-19.478636,0.9939382674331353,1.0
16423,AL137157.1,-0.007597328,-19.144825,0.9939382674331353,1.0
16424,CPA6,-0.007597328,-19.437275,0.9939382674331353,1.0
16425,PROZ,-0.007597328,-19.151909,0.9939382674331353,1.0
16426,HPGDS,-0.007597328,-20.158073,0.9939382674331353,1.0
16427,AC107909.1,-0.007597328,-19.153084,0.9939382674331353,1.0
16428,AL359918.2,-0.007597328,-19.026556,0.9939382674331353,1.0
16429,AL358472.3,-0.007597328,-19.394547,0.9939382674331353,1.0
16430,AC018467.1,-0.007597328,-19.81518,0.9939382674331353,1.0
16431,LINC00520,-0.007597328,-18.621956,0.9939382674331353,1.0
16432,HOMER3-AS1,-0.007597328,-20.538769,0.9939382674331353,1.0
16433,AL358333.2,-0.007597328,-19.55755,0.9939382674331353,1.0
16434,AC107241.1,-0.007597328,-18.044426,0.9939382674331353,1.0
16435,RBP3,-0.007597328,-19.111217,0.9939382674331353,1.0
16436,AC006111.3,-0.007597328,-19.300182,0.9939382674331353,1.0
16437,LINC00484,-0.007597328,-18.954157,0.9939382674331353,1.0
16438,AC005414.1,-0.007597328,-18.381973,0.9939382674331353,1.0
16439,AC010789.1,-0.007597328,-19.815462,0.9939382674331353,1.0
16440,AC055874.1,-0.007597328,-19.420502,0.9939382674331353,1.0
16441,PSG11,-0.007597328,-18.821169,0.9939382674331353,1.0
16442,GPC6-AS2,-0.007597328,-19.852758,0.9939382674331353,1.0
16443,TRIM74,-0.007597328,-19.385172,0.9939382674331353,1.0
16444,AC145146.1,-0.007597328,-18.754208,0.9939382674331353,1.0
16445,PSG4,-0.007597328,-19.121698,0.9939382674331353,1.0
16446,TMPRSS15,-0.007597328,-18.625425,0.9939382674331353,1.0
16447,PSG6,-0.007597328,-19.357515,0.9939382674331353,1.0
16448,MTUS2-AS1,-0.007597328,-18.551538,0.9939382674331353,1.0
16449,CBLN3,-0.007597328,-19.14358,0.9939382674331353,1.0
16450,AC007736.1,-0.007597328,-18.10754,0.9939382674331353,1.0
16451,AC007731.5,-0.007597328,-18.735683,0.9939382674331353,1.0
16452,MME,-0.007597328,-18.614399,0.9939382674331353,1.0
16453,AL359502.2,-0.007597328,-19.14028,0.9939382674331353,1.0
16454,UBE2U,-0.007597328,-19.09719,0.9939382674331353,1.0
16455,AC130371.2,-0.007597328,-18.956028,0.9939382674331353,1.0
16456,HP,-0.007597328,-19.04536,0.9939382674331353,1.0
16457,NAV2-AS2,-0.007597328,-19.153519,0.9939382674331353,1.0
16458,AC062029.1,-0.007597328,-19.131742,0.9939382674331353,1.0
16459,HOXD1,-0.007597328,-18.687925,0.9939382674331353,1.0
16460,AL009178.3,-0.007597328,-19.213675,0.9939382674331353,1.0
16461,ZNF705A,-0.007597328,-19.209316,0.9939382674331353,1.0
16462,LINC00603,-0.007597328,-20.178522,0.9939382674331353,1.0
16463,AC004584.1,-0.007597328,-18.917227,0.9939382674331353,1.0
16464,Z73420.1,-0.007597328,-19.254847,0.9939382674331353,1.0
16465,KIAA2012-AS1,-0.007597328,-19.257092,0.9939382674331353,1.0
16466,LINC00582,-0.007597328,-19.04206,0.9939382674331353,1.0
16467,AC130456.3,-0.007597328,-18.50911,0.9939382674331353,1.0
16468,AL359220.1,-0.007597328,-20.081398,0.9939382674331353,1.0
16469,AC107398.5,-0.007597328,-19.126646,0.9939382674331353,1.0
16470,PRSS3,-0.007597328,-19.343924,0.9939382674331353,1.0
16471,AC107398.4,-0.007597328,-19.546227,0.9939382674331353,1.0
16472,RCAN3AS,-0.007597328,-19.055038,0.9939382674331353,1.0
16473,GOLGA8S,-0.007597328,-18.785898,0.9939382674331353,1.0
16474,LINC00945,-0.007597328,-19.396927,0.9939382674331353,1.0
16475,AL137001.2,-0.007597328,-18.269709,0.9939382674331353,1.0
16476,AC008760.2,-0.007597328,-20.303392,0.9939382674331353,1.0
16477,AL136295.17,-0.007597328,-19.914465,0.9939382674331353,1.0
16478,POU4F3,-0.007597328,-19.497873,0.9939382674331353,1.0
16479,CACNA2D4,-0.007597328,-18.480555,0.9939382674331353,1.0
16480,AC108734.4,-0.007597328,-19.698662,0.9939382674331353,1.0
16481,LINC01233,-0.007597328,-19.338709,0.9939382674331353,1.0
16482,TNFRSF13C,-0.007597328,-19.706932,0.9939382674331353,1.0
16483,LINC01232,-0.007597328,-19.327597,0.9939382674331353,1.0
16484,AC127540.2,-0.007597328,-18.397953,0.9939382674331353,1.0
16485,AC008649.2,-0.007597328,-19.314903,0.9939382674331353,1.0
16486,AC011374.2,-0.007597328,-19.35516,0.9939382674331353,1.0
16487,AC087500.2,-0.007597328,-18.752615,0.9939382674331353,1.0
16488,MECOM,-0.007597328,-19.622784,0.9939382674331353,1.0
16489,AC005329.2,-0.007597328,-18.773481,0.9939382674331353,1.0
16490,AL031658.1,-0.007597328,-19.964771,0.9939382674331353,1.0
16491,TNFAIP8L2,-0.007597328,-19.162733,0.9939382674331353,1.0
16492,PPIC,-0.007597328,-19.581606,0.9939382674331353,1.0
16493,AC092069.1,-0.007597328,-19.337101,0.9939382674331353,1.0
16494,AL136225.1,-0.007597328,-18.824938,0.9939382674331353,1.0
16495,AL451085.1,-0.007597328,-19.608204,0.9939382674331353,1.0
16496,GAPLINC,-0.007597328,-18.75935,0.9939382674331353,1.0
16497,AC023200.1,-0.007597328,-19.055431,0.9939382674331353,1.0
16498,AL031600.3,-0.007597328,-18.718437,0.9939382674331353,1.0
16499,AC092112.1,-0.007597328,-19.528042,0.9939382674331353,1.0
16500,AC068385.1,-0.007597328,-19.14299,0.9939382674331353,1.0
16501,AC138304.1,-0.007597328,-19.079746,0.9939382674331353,1.0
16502,AC099489.3,-0.007597328,-18.768686,0.9939382674331353,1.0
16503,TCIRG1,-0.007597328,-18.805864,0.9939382674331353,1.0
16504,AL135999.3,-0.007597328,-18.943438,0.9939382674331353,1.0
16505,AC109439.2,-0.007597328,-19.058884,0.9939382674331353,1.0
16506,FZD2,-0.007597328,-19.744696,0.9939382674331353,1.0
16507,AIRN,-0.007597328,-19.110086,0.9939382674331353,1.0
16508,CA9,-0.007597328,-19.139885,0.9939382674331353,1.0
16509,AL583722.1,-0.007597328,-19.669767,0.9939382674331353,1.0
16510,AC068442.1,-0.007597328,-19.279087,0.9939382674331353,1.0
16511,KDELR3,-0.007597328,-19.806372,0.9939382674331353,1.0
16512,CABP4,-0.007597328,-19.035715,0.9939382674331353,1.0
16513,AL513164.1,-0.007597328,-18.897076,0.9939382674331353,1.0
16514,AL513523.4,-0.007597328,-18.96597,0.9939382674331353,1.0
16515,AL136040.2,-0.007597328,-18.625874,0.9939382674331353,1.0
16516,AC108935.1,-0.007597328,-19.146887,0.9939382674331353,1.0
16517,LINC01276,-0.007597328,-18.966217,0.9939382674331353,1.0
16518,LINC01275,-0.007597328,-18.922522,0.9939382674331353,1.0
16519,AL136084.2,-0.007597328,-18.588503,0.9939382674331353,1.0
16520,SH3PXD2A-AS1,-0.007597328,-18.84051,0.9939382674331353,1.0
16521,CACNA1S,-0.007597328,-19.192595,0.9939382674331353,1.0
16522,HSPB9,-0.007597328,-18.900654,0.9939382674331353,1.0
16523,AC008115.1,-0.007597328,-19.429037,0.9939382674331353,1.0
16524,LINC01189,-0.007597328,-18.863766,0.9939382674331353,1.0
16525,AC008073.2,-0.007597328,-18.845896,0.9939382674331353,1.0
16526,AL451048.1,-0.007597328,-19.641651,0.9939382674331353,1.0
16527,AC011228.2,-0.007597328,-18.617706,0.9939382674331353,1.0
16528,AC087521.4,-0.007597328,-19.730227,0.9939382674331353,1.0
16529,AC016738.1,-0.007597328,-18.923275,0.9939382674331353,1.0
16530,GDPD2,-0.007597328,-19.25144,0.9939382674331353,1.0
16531,AL136526.1,-0.007597328,-19.69259,0.9939382674331353,1.0
16532,AL445253.1,-0.007597328,-19.76962,0.9939382674331353,1.0
16533,AC092042.4,-0.007597328,-18.706982,0.9939382674331353,1.0
16534,TBX20,-0.007597328,-19.644583,0.9939382674331353,1.0
16535,TMEM233,-0.007597328,-19.406155,0.9939382674331353,1.0
16536,AC108102.1,-0.007597328,-19.690498,0.9939382674331353,1.0
16537,AC006003.1,-0.007597328,-18.940735,0.9939382674331353,1.0
16538,TTK,-0.007597328,-19.187729,0.9939382674331353,1.0
16539,AC018541.1,-0.007597328,-18.732721,0.9939382674331353,1.0
16540,AC138356.1,-0.007597328,-19.159004,0.9939382674331353,1.0
16541,AC008080.1,-0.007597328,-18.596334,0.9939382674331353,1.0
16542,AC108066.1,-0.007597328,-19.729868,0.9939382674331353,1.0
16543,AC007431.2,-0.007597328,-18.937382,0.9939382674331353,1.0
16544,CPNE9,-0.007597328,-19.563038,0.9939382674331353,1.0
16545,AC090415.2,-0.007597328,-19.399157,0.9939382674331353,1.0
16546,AL136985.3,-0.007597328,-18.816885,0.9939382674331353,1.0
16547,LINC00968,-0.007597328,-20.023613,0.9939382674331353,1.0
16548,AL445526.1,-0.007597328,-18.912338,0.9939382674331353,1.0
16549,AC009133.4,-0.007597328,-19.553736,0.9939382674331353,1.0
16550,LINC01100,-0.007597328,-19.607311,0.9939382674331353,1.0
16551,MMRN1,-0.007597328,-19.416927,0.9939382674331353,1.0
16552,AC211433.2,-0.007597328,-20.064144,0.9939382674331353,1.0
16553,AP001372.1,-0.007597328,-19.748425,0.9939382674331353,1.0
16554,AC087516.2,-0.007597328,-19.576727,0.9939382674331353,1.0
16555,GASAL1,-0.007597328,-20.23355,0.9939382674331353,1.0
16556,LINC01163,-0.007597328,-18.973316,0.9939382674331353,1.0
16557,KDR,-0.007597328,-19.82238,0.9939382674331353,1.0
16558,AC133785.1,-0.007597328,-18.487045,0.9939382674331353,1.0
16559,UFSP1,-0.007597328,-19.244675,0.9939382674331353,1.0
16560,LINC01140,-0.007597328,-18.776165,0.9939382674331353,1.0
16561,AC067945.3,-0.007597328,-18.940159,0.9939382674331353,1.0
16562,AL445648.1,-0.007597328,-20.185116,0.9939382674331353,1.0
16563,AC129492.4,-0.007597328,-19.31705,0.9939382674331353,1.0
16564,GBP7,-0.007597328,-19.402039,0.9939382674331353,1.0
16565,SMIM32,-0.007597328,-19.193735,0.9939382674331353,1.0
16566,CALB2,-0.007597328,-19.719505,0.9939382674331353,1.0
16567,CR786580.1,-0.007597328,-19.720446,0.9939382674331353,1.0
16568,AC105020.6,-0.007597328,-18.756582,0.9939382674331353,1.0
16569,AC007620.3,-0.007597328,-18.857574,0.9939382674331353,1.0
16570,LINC01107,-0.007597328,-18.544596,0.9939382674331353,1.0
16571,AC099684.3,-0.007597328,-18.864145,0.9939382674331353,1.0
16572,AC144836.1,-0.007597328,-19.328085,0.9939382674331353,1.0
16573,AL357140.2,-0.007597328,-18.799196,0.9939382674331353,1.0
16574,AL589745.1,-0.007597328,-19.08686,0.9939382674331353,1.0
16575,AL162632.1,-0.007597328,-18.53832,0.9939382674331353,1.0
16576,AC007250.1,-0.007597328,-19.753914,0.9939382674331353,1.0
16577,HCCAT5,-0.007597328,-19.592855,0.9939382674331353,1.0
16578,CLEC2L,-0.007597328,-19.641317,0.9939382674331353,1.0
16579,AL022329.2,-0.007597328,-18.797483,0.9939382674331353,1.0
16580,AC091178.2,-0.007597328,-19.297857,0.9939382674331353,1.0
16581,CCKBR,-0.007597328,-19.037954,0.9939382674331353,1.0
16582,HCG9,-0.007597328,-18.864605,0.9939382674331353,1.0
16583,SIGLEC15,-0.007597328,-19.595255,0.9939382674331353,1.0
16584,HCN4,-0.007597328,-19.572477,0.9939382674331353,1.0
16585,AL162311.1,-0.007597328,-18.925003,0.9939382674331353,1.0
16586,TRIM50,-0.007597328,-19.670305,0.9939382674331353,1.0
