Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
"gene_set_query"	"319"	"0.1985"	"FOXB2"	"FOXB2"	"2"	"298"	"0.443"	"1.0"	"1.345"	"GTEx--Coexpression"	"INPP5F,PGM2L1"
"gene_set_query"	"320"	"0.1991"	"SOX9"	"SOX9"	"2"	"298"	"0.443"	"1.0"	"1.345"	"GTEx--Coexpression"	"GPM6B,ERBIN"
"gene_set_query"	"321"	"0.1998"	"NPAS3"	"NPAS3"	"2"	"298"	"0.443"	"1.0"	"1.345"	"GTEx--Coexpression"	"GPM6B,SLC35F1"
"gene_set_query"	"322"	"0.2004"	"NANOG"	"NANOG"	"2"	"298"	"0.443"	"1.0"	"1.345"	"GTEx--Coexpression"	"USP53,SNTB1"
"gene_set_query"	"323"	"0.201"	"LHX8"	"LHX8"	"2"	"298"	"0.443"	"1.0"	"1.345"	"GTEx--Coexpression"	"DGKB,ROBO2"
"gene_set_query"	"324"	"0.2016"	"HIF1A"	"HIF1A"	"2"	"298"	"0.443"	"1.0"	"1.345"	"GTEx--Coexpression"	"FNDC3B,MAN2A1"
"gene_set_query"	"325"	"0.2022"	"FEV"	"FEV"	"2"	"298"	"0.443"	"1.0"	"1.345"	"GTEx--Coexpression"	"FNDC3A,NEDD4L"
"gene_set_query"	"326"	"0.2029"	"ZNF331"	"ZNF331"	"2"	"298"	"0.443"	"1.0"	"1.345"	"GTEx--Coexpression"	"ADAMTS9-AS2,AKAP12"
"gene_set_query"	"327"	"0.2035"	"ZBTB47"	"ZBTB47"	"2"	"298"	"0.443"	"1.0"	"1.345"	"GTEx--Coexpression"	"LPAR1,MAP4"
"gene_set_query"	"328"	"0.2041"	"DMTF1"	"DMTF1"	"2"	"298"	"0.443"	"1.0"	"1.345"	"GTEx--Coexpression"	"WSB1,MALAT1"
"gene_set_query"	"329"	"0.2047"	"ETS1"	"ETS1"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"ARHGAP29,DLC1"
"gene_set_query"	"330"	"0.2054"	"ZNF236"	"ZNF236"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"MAP3K4,CEP85L"
"gene_set_query"	"331"	"0.206"	"ZBTB46"	"ZBTB46"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"332"	"0.2066"	"BHLHE41"	"BHLHE41"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"MAP4,GPM6B"
"gene_set_query"	"333"	"0.2072"	"ZNF660"	"ZNF660"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"ADAMTS9-AS2,SSBP2"
"gene_set_query"	"334"	"0.2078"	"ZNF501"	"ZNF501"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"LAMC1,LAMA4"
"gene_set_query"	"335"	"0.2085"	"NR3C1"	"NR3C1"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"ARHGAP29,BCL2"
"gene_set_query"	"336"	"0.2091"	"ALX1"	"ALX1"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"ROR1,LAMC1"
"gene_set_query"	"337"	"0.2097"	"TLX2"	"TLX2"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"L1CAM,CAB39L"
"gene_set_query"	"338"	"0.2103"	"KMT2A"	"KMT2A"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"NRXN3,SSBP2"
"gene_set_query"	"339"	"0.211"	"SALL4"	"SALL4"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"NEAT1,GLIS3"
"gene_set_query"	"340"	"0.2116"	"ZNF69"	"ZNF69"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"FNDC3A,IQGAP2"
"gene_set_query"	"341"	"0.2122"	"ZNF214"	"ZNF214"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"COL5A1,EHBP1"
"gene_set_query"	"342"	"0.2128"	"ZNF682"	"ZNF682"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"STK3,ARAP2"
"gene_set_query"	"343"	"0.2134"	"HINFP"	"HINFP"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"344"	"0.2141"	"ZFP92"	"ZFP92"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"ITGB4,CD9"
"gene_set_query"	"345"	"0.2147"	"HMBOX1"	"HMBOX1"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"CEP85L,SNTB1"
"gene_set_query"	"346"	"0.2153"	"POU3F4"	"POU3F4"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"DGKB,LMO3"
"gene_set_query"	"347"	"0.2159"	"TBX4"	"TBX4"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"AKAP13,DLC1"
"gene_set_query"	"348"	"0.2166"	"CXXC4"	"CXXC4"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"ANK2,INPP5F"
"gene_set_query"	"349"	"0.2172"	"MEOX1"	"MEOX1"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"ARHGAP29,DLC1"
"gene_set_query"	"350"	"0.2178"	"YY1"	"YY1"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"EPHA3,GLIS3"
"gene_set_query"	"351"	"0.2184"	"NR4A2"	"NR4A2"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"ANK2,GPM6B"
"gene_set_query"	"352"	"0.219"	"ZFP90"	"ZFP90"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"INPP5F,GPM6B"
"gene_set_query"	"353"	"0.2197"	"FOXB1"	"FOXB1"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"INPP5F,MAP4"
"gene_set_query"	"354"	"0.2203"	"BSX"	"BSX"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"INPP5F,PGM2L1"
"gene_set_query"	"355"	"0.2209"	"FLYWCH1"	"FLYWCH1"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"356"	"0.2215"	"ZNF548"	"ZNF548"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"ABCA6,ARHGAP29"
"gene_set_query"	"357"	"0.2222"	"ZMAT1"	"ZMAT1"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"WSB1,MALAT1"
"gene_set_query"	"358"	"0.2228"	"FOSB"	"FOSB"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"BOC,DLC1"
"gene_set_query"	"359"	"0.2234"	"ZBTB37"	"ZBTB37"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"AHR,WSB1"
"gene_set_query"	"360"	"0.224"	"ZNF384"	"ZNF384"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"GPM6B,SLC35F1"
"gene_set_query"	"361"	"0.2246"	"BCL6B"	"BCL6B"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"ARHGAP29,DLC1"
"gene_set_query"	"362"	"0.2253"	"ZNF528"	"ZNF528"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"363"	"0.2259"	"SOX1"	"SOX1"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"INPP5F,SLC35F1"
"gene_set_query"	"364"	"0.2265"	"PEG3"	"PEG3"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"APP,INPP5F"
"gene_set_query"	"365"	"0.2271"	"ZNF354B"	"ZNF354B"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"ARHGAP29,RBMS3"
"gene_set_query"	"366"	"0.2278"	"ZBTB44"	"ZBTB44"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"KIAA1217,CEP85L"
"gene_set_query"	"367"	"0.2284"	"ZNF436"	"ZNF436"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"SEMA4B,CD9"
"gene_set_query"	"368"	"0.229"	"SKI"	"SKI"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"369"	"0.2296"	"RUNX2"	"RUNX2"	"2"	"299"	"0.4446"	"1.0"	"1.34"	"GTEx--Coexpression"	"MAN2A1,ARHGAP24"
"gene_set_query"	"370"	"0.2302"	"MXD4"	"MXD4"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"371"	"0.2309"	"E2F5"	"E2F5"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"MALAT1,BCL2"
"gene_set_query"	"372"	"0.2315"	"ZIC2"	"ZIC2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"373"	"0.2321"	"ZNF347"	"ZNF347"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ADAMTS9-AS2,RBMS3"
"gene_set_query"	"374"	"0.2327"	"ZNF286B"	"ZNF286B"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"375"	"0.2334"	"ZNF587B"	"ZNF587B"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"SPTBN1,SLC35F1"
"gene_set_query"	"376"	"0.234"	"ZSCAN30"	"ZSCAN30"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"377"	"0.2346"	"ST18"	"ST18"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"GPM6B,GAS7"
"gene_set_query"	"378"	"0.2352"	"BARHL2"	"BARHL2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"379"	"0.2358"	"PRDM2"	"PRDM2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"MAP3K4,SSBP2"
"gene_set_query"	"380"	"0.2365"	"NFE2L2"	"NFE2L2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"SEMA4B,CD9"
"gene_set_query"	"381"	"0.2371"	"PRDM12"	"PRDM12"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,INPP5F"
"gene_set_query"	"382"	"0.2377"	"FOSL2"	"FOSL2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,STK3"
"gene_set_query"	"383"	"0.2383"	"UNCX"	"UNCX"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"384"	"0.239"	"SALL2"	"SALL2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,NRXN3"
"gene_set_query"	"385"	"0.2396"	"PAX1"	"PAX1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"KIAA1217,CD9"
"gene_set_query"	"386"	"0.2402"	"FOXD4"	"FOXD4"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"387"	"0.2408"	"ASCL3"	"ASCL3"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"KIAA1217,ITGB4"
"gene_set_query"	"388"	"0.2414"	"THAP10"	"THAP10"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,INPP5F"
"gene_set_query"	"389"	"0.2421"	"ZBTB14"	"ZBTB14"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"LPAR1,ERBIN"
"gene_set_query"	"390"	"0.2427"	"ZNF70"	"ZNF70"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"FOXO1,ARAP2"
"gene_set_query"	"391"	"0.2433"	"ZNF510"	"ZNF510"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,NRXN3"
"gene_set_query"	"392"	"0.2439"	"NFIL3"	"NFIL3"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"FNDC3B,STK3"
"gene_set_query"	"393"	"0.2446"	"ZNF540"	"ZNF540"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,INPP5F"
"gene_set_query"	"394"	"0.2452"	"ZNF304"	"ZNF304"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"NRXN3,CLMN"
"gene_set_query"	"395"	"0.2458"	"PPARD"	"PPARD"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ARAP2,SEMA4B"
"gene_set_query"	"396"	"0.2464"	"NHLH2"	"NHLH2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"397"	"0.247"	"ZNF804B"	"ZNF804B"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"NEAT1,GLIS3"
"gene_set_query"	"398"	"0.2477"	"MYT1"	"MYT1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"399"	"0.2483"	"BHLHE22"	"BHLHE22"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"DAB1,NRXN3"
"gene_set_query"	"400"	"0.2489"	"ZNF764"	"ZNF764"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"APP,GPM6B"
"gene_set_query"	"401"	"0.2495"	"ARID5B"	"ARID5B"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"FOXO1,STK3"
"gene_set_query"	"402"	"0.2502"	"ZNF248"	"ZNF248"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"403"	"0.2508"	"ZNF781"	"ZNF781"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"404"	"0.2514"	"ZNF786"	"ZNF786"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"PDE8A,MAML3"
"gene_set_query"	"405"	"0.252"	"ZNF285"	"ZNF285"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,NRXN3"
"gene_set_query"	"406"	"0.2526"	"ZFP62"	"ZFP62"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"MAP3K4,NEAT1"
"gene_set_query"	"407"	"0.2533"	"ZNF493"	"ZNF493"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"408"	"0.2539"	"ZNF732"	"ZNF732"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"409"	"0.2545"	"NPAS4"	"NPAS4"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"410"	"0.2551"	"INSM2"	"INSM2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"INPP5F,PGM2L1"
"gene_set_query"	"411"	"0.2558"	"CREBZF"	"CREBZF"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"WSB1,MALAT1"
"gene_set_query"	"412"	"0.2564"	"ZNF549"	"ZNF549"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"413"	"0.257"	"RHOXF1"	"RHOXF1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"414"	"0.2576"	"SP1"	"SP1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,MAML3"
"gene_set_query"	"415"	"0.2582"	"ZBTB7C"	"ZBTB7C"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"SEMA4B,CD9"
"gene_set_query"	"416"	"0.2589"	"ZNF462"	"ZNF462"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"MAP3K4,KIAA1217"
"gene_set_query"	"417"	"0.2595"	"EN2"	"EN2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"418"	"0.2601"	"ZNF585A"	"ZNF585A"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"419"	"0.2607"	"CSRNP3"	"CSRNP3"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"INPP5F,SLC35F1"
"gene_set_query"	"420"	"0.2614"	"ZMAT4"	"ZMAT4"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"DGKB,LMO3"
"gene_set_query"	"421"	"0.262"	"ZNF652"	"ZNF652"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ITGB4,ERBIN"
"gene_set_query"	"422"	"0.2626"	"ZBED2"	"ZBED2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"NEAT1,ARAP2"
"gene_set_query"	"423"	"0.2632"	"ARNT"	"ARNT"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"STK3,ABCA6"
"gene_set_query"	"424"	"0.2638"	"ZNF486"	"ZNF486"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"NEAT1,GLIS3"
"gene_set_query"	"425"	"0.2645"	"ZNF337"	"ZNF337"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"426"	"0.2651"	"EEA1"	"EEA1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ROR1,LAMC1"
"gene_set_query"	"427"	"0.2657"	"AHDC1"	"AHDC1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"MAML3,CD9"
"gene_set_query"	"428"	"0.2663"	"MITF"	"MITF"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"VCL,PDZRN3"
"gene_set_query"	"429"	"0.267"	"KLF6"	"KLF6"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"AHR,ARHGAP29"
"gene_set_query"	"430"	"0.2676"	"ZFX"	"ZFX"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"FOXO1,STK3"
"gene_set_query"	"431"	"0.2682"	"KLF13"	"KLF13"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"STK3,GAS7"
"gene_set_query"	"432"	"0.2688"	"ZIC3"	"ZIC3"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"433"	"0.2694"	"ZNF471"	"ZNF471"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ADAMTS9-AS2,SSBP2"
"gene_set_query"	"434"	"0.2701"	"TGIF1"	"TGIF1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"FNDC3B,ANK2"
"gene_set_query"	"435"	"0.2707"	"NFIX"	"NFIX"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"IQGAP2,NRXN3"
"gene_set_query"	"436"	"0.2713"	"ZFPM1"	"ZFPM1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"IQGAP2,SSBP2"
"gene_set_query"	"437"	"0.2719"	"PAX8"	"PAX8"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"NEAT1,GLIS3"
"gene_set_query"	"438"	"0.2726"	"RUNX1"	"RUNX1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"AHR,FNDC3B"
"gene_set_query"	"439"	"0.2732"	"ZBTB41"	"ZBTB41"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,NRXN3"
"gene_set_query"	"440"	"0.2738"	"NKRF"	"NKRF"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"INPP5F,PGM2L1"
"gene_set_query"	"441"	"0.2744"	"ZNF713"	"ZNF713"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"MAP4,GPM6B"
"gene_set_query"	"442"	"0.275"	"SKOR1"	"SKOR1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"443"	"0.2757"	"ZNF30"	"ZNF30"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"444"	"0.2763"	"PBX4"	"PBX4"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"NEAT1,ARAP2"
"gene_set_query"	"445"	"0.2769"	"CXXC5"	"CXXC5"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"DAB1,NRXN3"
"gene_set_query"	"446"	"0.2775"	"REST"	"REST"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,INPP5F"
"gene_set_query"	"447"	"0.2782"	"PURB"	"PURB"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"448"	"0.2788"	"BARHL1"	"BARHL1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"449"	"0.2794"	"FOXJ2"	"FOXJ2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ADAMTS9-AS2,VCL"
"gene_set_query"	"450"	"0.28"	"RELA"	"RELA"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,STK3"
"gene_set_query"	"451"	"0.2806"	"ZNF721"	"ZNF721"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,NRXN3"
"gene_set_query"	"452"	"0.2813"	"ZNF141"	"ZNF141"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ADAMTS9-AS2,MALAT1"
"gene_set_query"	"453"	"0.2819"	"ZIC5"	"ZIC5"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"454"	"0.2825"	"NKX63"	"NKX63"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"455"	"0.2831"	"SMAD4"	"SMAD4"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ADAMTS9-AS2,VCL"
"gene_set_query"	"456"	"0.2838"	"MSGN1"	"MSGN1"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"SEMA4B,CD9"
"gene_set_query"	"457"	"0.2844"	"NR1D2"	"NR1D2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,NRXN3"
"gene_set_query"	"458"	"0.285"	"ZNF608"	"ZNF608"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"APP,SPTBN1"
"gene_set_query"	"459"	"0.2856"	"HES7"	"HES7"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"460"	"0.2862"	"NKX21"	"NKX21"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"NEAT1,GLIS3"
"gene_set_query"	"461"	"0.2869"	"ZNF804A"	"ZNF804A"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,INPP5F"
"gene_set_query"	"462"	"0.2875"	"ZNF461"	"ZNF461"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"463"	"0.2881"	"HIVEP2"	"HIVEP2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"ANK2,PGM2L1"
"gene_set_query"	"464"	"0.2887"	"ZNF519"	"ZNF519"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"465"	"0.2894"	"ZSCAN26"	"ZSCAN26"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"466"	"0.29"	"OTX2"	"OTX2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
"gene_set_query"	"467"	"0.2906"	"ARNT2"	"ARNT2"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"GPM6B,SLC35F1"
"gene_set_query"	"468"	"0.2912"	"ELF5"	"ELF5"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"KIAA1217,ITGB4"
"gene_set_query"	"469"	"0.2918"	"FOXN3"	"FOXN3"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"VCL,PDZRN3"
"gene_set_query"	"470"	"0.2925"	"THAP12"	"THAP12"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"FNDC3B,FNDC3A"
"gene_set_query"	"471"	"0.2931"	"EHF"	"EHF"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"SEMA4B,CD9"
"gene_set_query"	"472"	"0.2937"	"BHLHE40"	"BHLHE40"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"SEMA4B,CD9"
"gene_set_query"	"473"	"0.2943"	"TLX3"	"TLX3"	"2"	"300"	"0.4463"	"1.0"	"1.336"	"GTEx--Coexpression"	"L1CAM,NRXN3"
